student_key,student_id,student_name,date_of_birth,grade,contact_number,student_rank
1747,S01747,adam williams,2012-07-15,Grade 3,+17577018257,205
1824,S01824,michael wright,2018-11-14,Grade 2,+14984672265,205
1931,S01931,calvin graham,2007-12-06,Grade 2,+12018743148,205
1980,S01980,dawn freeman,2015-01-26,Grade 2,+16818008554,205
2106,S02106,brandy saunders,2016-01-21,Grade 1,+19958853638,205
2141,S02141,joshua black,2012-01-13,Grade 2,+13389240871,205
2267,S02267,hailey wilson,2018-09-23,Grade 4,+14277986029,205
2556,S02556,christopher todd,2008-01-19,Grade 4,+16119582548,205
2522,S02522,gregory harris,2015-11-14,Grade 4,+19182512608,205
2827,S02827,gregory adkins,2016-03-11,Grade 4,+18076800457,205
2845,S02845,debra mccullough,2006-07-03,Grade 4,+19353514779,205
2809,S02809,kaitlyn porter,2006-10-14,Grade 2,+14489914101,205
2952,S02952,donald jones,2017-01-28,Grade 4,+14664743246,205
2985,S02985,jenny morris,2010-12-23,Grade 3,+12766505159,205
3650,S03650,michael garza,2013-10-18,Grade 1,+17438265397,205
3235,S03235,dana brooks,2006-07-22,Grade 3,n/a,205
3175,S03175,angela harris,2012-01-06,Grade 5,+17569612358,205
3205,S03205,joseph peters,2015-09-14,Grade 3,+13075458705,205
3948,S03948,diana oneal,2008-08-08,Grade 1,+17953892630,205
3880,S03880,jennifer bradley,2016-11-25,Grade 2,n/a,205
3838,S03838,joseph suarez,2008-07-24,Grade 1,+19082539907,205
3806,S03806,amanda cooke,2008-02-26,Grade 3,+19825133172,205
4097,S04097,benjamin thomas,2018-09-30,Grade 3,+19043807678,205
4023,S04023,mrs. abigail gallagher,2016-03-18,Grade 4,+14767208166,205
4024,S04024,angela peterson,2011-05-02,Grade 3,+16034230999,205
4524,S04524,michael miranda,2009-10-17,Grade 4,+16452358520,205
4550,S04550,kathy martinez,2014-02-16,Grade 4,+15838838151,205
4288,S04288,rebecca pope,2015-11-18,Grade 5,+15728095540,205
4690,S04690,amy garcia,2012-08-18,Grade 1,+15494386515,205
4684,S04684,maria johns,2007-12-18,Grade 5,+15772452786,205
4738,S04738,stanley brooks,2012-09-20,Grade 5,+17675006741,205
4718,S04718,john smith,2015-01-18,Grade 1,+13233208280,205
4816,S04816,jesus graham,2018-02-09,Grade 1,+18458979427,205
4969,S04969,dr. ashley hogan md,2016-12-19,Grade 1,+18242801669,205
4905,S04905,joseph howard,2009-04-11,Grade 5,+14524750788,205
5161,S05161,kari powell,2016-04-13,Grade 1,+18262218821,205
5840,S05840,william porter,2016-01-11,Grade 4,+12997956739,205
5613,S05613,douglas flores,2018-01-02,Grade 4,+14125127516,205
5610,S05610,steven ramos,2017-04-17,Grade 2,n/a,205
5585,S05585,reginald carter,2011-02-07,Grade 1,n/a,205
6064,S06064,jason hale,2009-07-15,Grade 3,+14665161763,205
6150,S06150,timothy sims,2011-06-19,Grade 3,+18455402406,205
6162,S06162,ashley soto,2006-10-05,Grade 1,+17789533037,205
6197,S06197,robin fernandez,2010-01-29,Grade 5,+14798012400,205
6729,S06729,cynthia smith,2018-01-21,Grade 3,+13317997121,205
6680,S06680,wendy fields,2010-09-19,Grade 2,n/a,205
6665,S06665,brian jones,2011-03-14,Grade 3,n/a,205
6802,S06802,jessica alvarado,2009-06-19,Grade 2,+15886325955,205
6775,S06775,kenneth drake,2011-06-04,Grade 2,+14563805151,205
6487,S06487,mary heath,2012-09-08,Grade 4,+14413601503,205
6574,S06574,amy barnett,2016-06-30,Grade 2,+19117148917,205
7275,S07275,wesley brewer,2014-02-18,Grade 3,+19908771552,205
7238,S07238,robert hudson,2018-09-07,Grade 4,+17682402914,205
7418,S07418,joshua day,2009-06-24,Grade 3,+13549928654,205
7104,S07104,matthew bailey,2017-12-14,Grade 5,+14808635829,205
7930,S07930,david anderson,2009-01-27,Grade 1,+13609021555,205
7798,S07798,amanda rodriguez,2007-06-04,Grade 3,+15938902406,205
7652,S07652,jay carter,2010-05-04,Grade 4,+17528602870,205
7627,S07627,eric robinson,2018-04-25,Grade 5,+14616948189,205
8335,S08335,raymond smith,2014-10-31,Grade 3,n/a,205
8142,S08142,elizabeth campos,2017-10-25,Grade 3,n/a,205
8130,S08130,regina kidd,2016-02-20,Grade 1,+17224901256,205
8237,S08237,juan snyder,2012-01-13,Grade 4,+12596539967,205
8227,S08227,miranda carter,2008-03-09,Grade 3,+13925624983,205
8770,S08770,anna long,2014-12-19,Grade 1,+19815611668,205
8872,S08872,keith garza,2018-10-02,Grade 4,+13556416124,205
8824,S08824,jason schneider,2006-11-23,Grade 3,n/a,205
8629,S08629,michael calderon,2010-03-30,Grade 1,+16136752047,205
9019,S09019,joel brown,2009-01-12,Grade 5,+16054640430,205
8985,S08985,jesse norris,2015-03-05,Grade 5,+15659986237,205
9372,S09372,maria ware,2015-10-11,Grade 2,+13956740327,205
9389,S09389,rachel west,2011-05-22,Grade 2,+18205634495,205
9303,S09303,chad davis,2018-03-27,Grade 3,+16436249384,205
9269,S09269,margaret shields,2012-03-18,Grade 4,+18399010235,205
9191,S09191,michael combs,2013-04-30,Grade 3,+12888733011,205
9223,S09223,traci nunez,2013-04-25,Grade 1,+16994575803,205
11508,S11508,monica conway,2016-09-19,Grade 2,+12417573012,205
11478,S11478,jennifer reid,2012-08-22,Grade 1,+12772308593,205
11295,S11295,amy cox,2008-05-01,Grade 3,+13206493182,205
11253,S11253,beth ibarra md,2017-03-01,Grade 2,+13285009050,205
11187,S11187,ashley cisneros,2006-03-12,Grade 3,+13209927945,205
11330,S11330,crystal johnson,2013-11-14,Grade 2,+14712641973,205
11381,S11381,brenda lawrence,2016-12-19,Grade 5,+16138629735,205
11372,S11372,luis wang,2011-02-25,Grade 2,+17487218036,205
11460,S11460,craig peterson,2011-05-16,Grade 3,+14955277754,205
11454,S11454,reginald stone,2007-10-13,Grade 5,+17589197678,205
11424,S11424,michael paul,2011-11-06,Grade 1,+15088160656,205
11426,S11426,jessica jenkins,2010-09-06,Grade 2,+13427456340,205
11030,S11030,ashley velasquez,2013-10-29,Grade 2,+18679418121,205
11077,S11077,dr. stephanie combs,2008-07-10,Grade 2,+19373507534,205
10842,S10842,peter sweeney,2006-09-10,Grade 2,+17904069024,205
10817,S10817,john lewis,2012-11-11,Grade 2,+12416343375,205
10796,S10796,james hernandez,2006-12-16,Grade 4,+18715879711,205
10566,S10566,patrick robinson,2006-11-07,Grade 2,+15542341328,205
10418,S10418,william bell md,2009-12-30,Grade 4,+14664842586,205
10099,S10099,brian jefferson,2018-06-28,Grade 4,+18127519991,205
10289,S10289,michelle eaton,2016-03-06,Grade 2,n/a,205
10259,S10259,tamara wood,2018-03-29,Grade 4,+15627244071,205
10241,S10241,jessica case,2013-08-17,Grade 1,+12488176523,205
9650,S09650,bruce house,2009-06-24,Grade 4,+18697879744,205
9482,S09482,jessica jensen,2013-03-09,Grade 2,+13312522477,205
9929,S09929,sarah barnes,2019-03-09,Grade 3,+15127020164,205
9904,S09904,christopher schmitt,2017-07-06,Grade 4,+18993652370,205
9979,S09979,christopher owens,2018-05-28,Grade 3,+14448160650,205
9779,S09779,mark king,2014-07-11,Grade 1,+14599299738,205
9808,S09808,michael nichols,2018-05-03,Grade 2,+16762080261,205
12033,S12033,miranda roberts,2015-09-20,Grade 1,+12952405641,205
11908,S11908,james robles,2017-08-06,Grade 3,+14977740511,205
11995,S11995,christopher henry,2012-01-19,Grade 5,+15359108966,205
876,S00876,rebecca coleman,2014-04-10,Grade 1,+12365202865,206
11808,S11808,laura roman,2007-04-05,Grade 5,+12027349016,206
2092,S02092,casey sanchez,2010-05-15,Grade 3,+14264340661,207
3012,S03012,jeffrey irwin,2008-07-26,Grade 1,+17713216647,207
7714,S07714,andrew simmons,2016-03-18,Grade 3,+12025727005,207
6916,S06916,elizabeth simon,2014-07-04,Grade 5,+13193078975,207
7442,S07442,shelley smith,2018-12-11,Grade 5,+16439980476,207
12117,S12117,suzanne evans,2008-02-06,Grade 4,+16363416073,207
2103,S02103,jacob brooks,2008-12-07,Grade 5,+14494520287,208
1291,S01291,amy hendrix,2013-05-04,Grade 2,+16029015809,208
986,S00986,mary ortiz,2013-03-07,Grade 3,+15506294928,208
784,S00784,lisa west,2007-01-30,Grade 4,+19742274928,208
661,S00661,amanda baker,2016-02-09,Grade 3,+12865992706,208
155,S00155,sean baker,2006-06-04,Grade 3,+17874169684,208
5814,S05814,raymond clay,2017-03-08,Grade 4,+13514091263,208
5245,S05245,kristin kelly,2007-06-22,Grade 2,+19203059605,208
5408,S05408,lynn king,2006-12-12,Grade 2,+17824876592,208
4809,S04809,cory ford,2008-07-11,Grade 3,+15668929944,208
4122,S04122,april mahoney,2008-05-24,Grade 3,+19588434284,208
7235,S07235,christopher banks,2017-05-30,Grade 5,+15939726585,208
6898,S06898,louis calderon,2016-02-01,Grade 5,+15346474360,208
8807,S08807,david weeks,2018-08-04,Grade 5,+16109608494,208
11831,S11831,robert clark,2014-10-04,Grade 5,+15942500043,208
10365,S10365,patricia campbell,2007-06-29,Grade 1,n/a,208
11211,S11211,robert castro,2009-09-04,Grade 2,+17087758989,208
688,S00688,morgan greer,2010-09-07,Grade 2,+16613929299,209
1185,S01185,diana miller,2008-01-01,Grade 1,+19007331740,209
1564,S01564,stefanie faulkner,2017-02-16,Grade 1,+18683969145,209
1596,S01596,ashley kline,2010-03-26,Grade 5,+19399121111,209
2893,S02893,gary ramirez,2006-12-04,Grade 4,+18945122972,209
2645,S02645,kenneth warner,2006-06-30,Grade 3,+14002942615,209
2516,S02516,cathy villarreal,2018-09-09,Grade 2,+17337728789,209
3733,S03733,tyler palmer,2013-04-09,Grade 5,+18808665960,209
3164,S03164,wendy horne,2006-05-29,Grade 3,+17817279014,209
3408,S03408,michelle holmes,2015-05-18,Grade 2,+18795522881,209
3484,S03484,kenneth gallegos,2017-12-29,Grade 1,+18486534445,209
5372,S05372,michael bell,2013-08-20,Grade 2,+19825813789,209
5968,S05968,jesse jackson,2014-05-08,Grade 1,+15727276049,209
5479,S05479,courtney greer,2014-09-12,Grade 4,+17462531545,209
6148,S06148,casey haney,2015-05-03,Grade 3,+17458999126,209
6225,S06225,haley davis,2011-10-05,Grade 5,+15935068662,209
8741,S08741,jacqueline cooper,2018-01-24,Grade 1,+19959928658,209
9436,S09436,mrs. jamie campbell,2008-04-11,Grade 4,+13255260035,209
9331,S09331,corey lynch,2016-12-25,Grade 3,+17312885770,209
6924,S06924,heidi rogers,2018-03-23,Grade 1,+13427480406,209
6476,S06476,stuart robinson,2006-11-20,Grade 2,+18637012225,209
6786,S06786,monica ford,2014-12-06,Grade 1,+19225267226,209
7582,S07582,james salas,2018-12-13,Grade 5,+17503780279,209
7739,S07739,kathryn perez,2010-11-10,Grade 1,+12878284959,209
7746,S07746,beth davis,2018-06-17,Grade 5,+14242218806,209
7810,S07810,nicholas sims,2011-09-27,Grade 4,+18554818888,209
8334,S08334,dawn marquez,2007-08-15,Grade 5,+19882744390,209
11347,S11347,jeffrey livingston,2006-12-10,Grade 1,+15289676927,209
11654,S11654,courtney combs,2009-05-19,Grade 1,+12406953169,209
9466,S09466,laura williamson,2009-08-07,Grade 2,+18699666357,209
9548,S09548,ryan patel,2007-03-08,Grade 2,+13916845061,209
11787,S11787,chelsea torres,2010-04-19,Grade 1,+17454019334,209
1846,S01846,cindy wilson,2011-09-03,Grade 5,+16014489343,210
838,S00838,kelly moore,2014-09-20,Grade 2,+18893936560,210
6102,S06102,michael barrett,2012-07-27,Grade 2,+19307393592,210
4968,S04968,jessica sandoval,2018-02-08,Grade 2,+16655824868,210
4440,S04440,nicholas michael,2018-05-31,Grade 2,+18798259350,210
4063,S04063,mikayla weaver md,2011-11-17,Grade 4,+12056859483,210
4228,S04228,david jones,2011-03-08,Grade 5,+12279084228,210
8370,S08370,justin jordan,2012-07-17,Grade 5,+15727601274,210
8845,S08845,christopher wells,2009-02-21,Grade 4,+18363395831,210
9136,S09136,jamie warren,2012-08-24,Grade 5,+16715989345,210
1060,S01060,kaitlyn holmes,2017-05-04,Grade 3,+18424122555,211
1049,S01049,april yang,2014-02-16,Grade 1,+17686895364,211
1032,S01032,michele deleon,2013-04-14,Grade 5,n/a,211
190,S00190,daniel baxter,2011-12-04,Grade 5,+12347643911,211
552,S00552,erika wall,2010-08-11,Grade 2,+13494771557,211
379,S00379,william white,2006-06-01,Grade 3,+19218671952,211
389,S00389,cameron gibson,2018-06-19,Grade 1,+12212884630,211
1732,S01732,levi boyd,2014-04-27,Grade 3,+15344525274,211
2064,S02064,jasmine sellers,2013-05-08,Grade 1,+15033706739,211
1567,S01567,david collins,2014-06-24,Grade 1,+14206641122,211
1344,S01344,james sullivan,2014-05-07,Grade 5,+16429455581,211
2507,S02507,daniel brown,2015-03-17,Grade 1,+15456222909,211
2465,S02465,benjamin long,2016-03-24,Grade 4,+17852826913,211
2933,S02933,matthew reynolds,2011-05-29,Grade 5,+15667050826,211
4158,S04158,brett edwards,2006-09-26,Grade 2,+14445401296,211
3737,S03737,laura leonard,2013-02-09,Grade 5,+14075710956,211
3749,S03749,yvonne barber,2014-10-21,Grade 2,+15146602379,211
3475,S03475,justin alexander,2014-06-06,Grade 3,+14607447281,211
3375,S03375,mrs. stephanie ramirez,2011-06-02,Grade 1,+12774319576,211
3280,S03280,laura rodriguez,2013-05-12,Grade 4,n/a,211
3297,S03297,kevin kennedy,2016-03-26,Grade 5,+12822425745,211
4536,S04536,nicole williams,2017-04-28,Grade 5,+14142471047,211
4531,S04531,lauren miranda,2018-10-19,Grade 4,+12695268127,211
4917,S04917,david cooper,2017-02-21,Grade 5,+13555889058,211
5269,S05269,elaine jones,2007-05-28,Grade 5,+13556472643,211
9016,S09016,erin joseph,2013-09-17,Grade 3,+17918359135,211
8789,S08789,tina kennedy,2018-09-26,Grade 4,+16925848436,211
9337,S09337,martin gross,2007-12-07,Grade 4,+17209337043,211
9363,S09363,patricia walters,2014-02-21,Grade 3,+13787386911,211
9198,S09198,jesse figueroa,2016-08-26,Grade 1,+14627514588,211
8471,S08471,leah navarro,2012-09-07,Grade 4,+14643837028,211
8527,S08527,david washington,2015-09-22,Grade 3,+12428164092,211
8287,S08287,michael lee,2008-03-02,Grade 3,+19726956211,211
7862,S07862,jessica hancock,2007-04-09,Grade 2,+13367779888,211
7722,S07722,oscar norris,2011-09-07,Grade 2,+12946621458,211
6939,S06939,whitney harvey,2014-07-15,Grade 1,+16463896628,211
7344,S07344,michael smith,2008-09-10,Grade 3,+14194159302,211
12049,S12049,amy hardy,2015-04-07,Grade 2,+15487967099,211
9888,S09888,teresa warner,2011-04-30,Grade 4,+18625291868,211
9825,S09825,alexis weeks dds,2006-04-14,Grade 4,+12113724622,211
9958,S09958,matthew hartman,2015-07-12,Grade 2,+13949506482,211
10377,S10377,tammy vargas,2006-04-12,Grade 1,n/a,211
10343,S10343,karen walker,2017-11-27,Grade 4,+12443909816,211
11393,S11393,rachel patton,2011-11-13,Grade 2,+16537682030,211
11429,S11429,donald green,2015-12-29,Grade 4,n/a,211
11256,S11256,billy hernandez,2012-08-16,Grade 2,n/a,211
11035,S11035,barbara bullock,2011-12-28,Grade 1,+12267588261,211
8252,S08252,kayla robles,2014-03-09,Grade 4,+14612487209,212
5015,S05015,lisa miller,2015-06-28,Grade 3,+15075438048,213
4413,S04413,george lee,2016-01-18,Grade 2,+17184184415,213
3839,S03839,joshua martinez,2014-01-27,Grade 4,+13142178966,213
3141,S03141,lori murphy,2008-06-21,Grade 2,+15217179568,214
1219,S01219,richard gardner,2010-08-09,Grade 3,+15597703306,214
2015,S02015,natalie lee,2012-08-11,Grade 3,+16977984873,214
2147,S02147,ricky davis,2017-05-30,Grade 1,+19002469927,214
2170,S02170,joseph roberts,2018-04-12,Grade 3,+18386911002,214
1036,S01036,justin fisher,2008-09-15,Grade 2,n/a,214
903,S00903,kristen wallace,2017-07-13,Grade 2,+19358478080,214
4088,S04088,tami schwartz,2018-10-20,Grade 1,+13105393530,214
5959,S05959,angela harris,2010-02-25,Grade 1,+17379860238,214
7240,S07240,marissa hall,2009-09-08,Grade 5,+18833838169,214
6497,S06497,leah moses,2013-01-30,Grade 3,+17766766141,214
9176,S09176,juan camacho,2014-10-28,Grade 4,+13617733989,214
8871,S08871,christopher patterson,2011-09-06,Grade 4,+14609946379,214
8684,S08684,taylor hall,2010-12-12,Grade 5,+15854350772,214
9155,S09155,angela vaughn,2014-01-14,Grade 5,+17942745148,214
10991,S10991,douglas jones,2010-11-05,Grade 5,+16472831425,214
10914,S10914,raymond mora,2009-05-06,Grade 5,+19416443767,214
10802,S10802,randy reyes,2007-12-21,Grade 4,+15859720094,214
10834,S10834,jeremy zimmerman,2013-11-29,Grade 5,+15597152905,214
10862,S10862,cheryl holden,2017-11-16,Grade 4,+16174509500,214
11536,S11536,paul arroyo,2015-05-08,Grade 3,+12647207109,214
9811,S09811,david wang,2018-07-24,Grade 3,+18828970631,214
9649,S09649,stephanie jones,2013-10-31,Grade 5,+18445071485,214
12111,S12111,linda hill,2017-10-26,Grade 5,+15986040012,214
6639,S06639,aaron hopkins,2017-01-15,Grade 3,+17632452871,215
1067,S01067,kimberly herrera,2008-08-13,Grade 1,+17002718962,216
684,S00684,rebecca ferguson,2017-03-31,Grade 5,+18647515610,216
2805,S02805,david fuller,2017-11-29,Grade 3,+17668423246,216
5516,S05516,jesus walker,2010-09-29,Grade 5,+18652741216,216
5629,S05629,jill ross,2007-01-30,Grade 1,+13935758544,216
6010,S06010,emily rose,2008-10-01,Grade 4,n/a,216
3220,S03220,steve henderson,2013-08-06,Grade 5,+16614093076,216
3662,S03662,katherine mcdonald,2017-07-25,Grade 2,+19859452781,216
4314,S04314,matthew schwartz,2015-11-20,Grade 2,+12648977597,216
4912,S04912,amy crawford,2017-03-04,Grade 4,+13529221271,216
4844,S04844,mark evans,2012-05-18,Grade 2,+15606503201,216
6439,S06439,theresa clay,2010-10-20,Grade 4,+16435483977,216
8330,S08330,lisa hall,2006-09-03,Grade 2,+17393319800,216
12084,S12084,george webb,2009-02-27,Grade 4,+14223614384,216
11747,S11747,randall murray,2011-09-25,Grade 2,+13497958788,216
10228,S10228,sandra fuller,2018-02-10,Grade 2,+18444017676,216
10776,S10776,patricia rice,2007-05-08,Grade 5,+19454340415,216
10929,S10929,susan torres,2011-09-27,Grade 5,+17158397966,216
2756,S02756,david fischer,2011-10-31,Grade 2,+18223718957,217
6120,S06120,kenneth holmes,2016-04-03,Grade 2,+17462819891,217
5848,S05848,wendy walker,2010-01-18,Grade 4,+17174852993,217
6633,S06633,jennifer porter,2013-04-14,Grade 5,+12307077954,217
9347,S09347,stefanie conrad,2016-03-12,Grade 3,+13593826119,217
1066,S01066,dr. megan bradshaw md,2015-08-17,Grade 3,+19759119940,218
5894,S05894,deborah franklin,2006-09-20,Grade 5,+19338780548,218
8608,S08608,emily brown,2015-10-04,Grade 5,+17228405540,218
6674,S06674,tracie andrews,2016-12-27,Grade 4,+18206786024,218
7482,S07482,erin miller,2012-07-19,Grade 4,+17727175807,218
9621,S09621,adam house,2006-03-21,Grade 2,+12783378876,218
3120,S03120,sarah browning,2009-03-17,Grade 5,+18515449965,219
2964,S02964,karl gates,2012-04-18,Grade 1,+16495169668,220
2971,S02971,benjamin norton,2011-02-24,Grade 3,+14856315044,220
2891,S02891,todd cole,2012-08-26,Grade 2,+17368775603,220
2763,S02763,mrs. lindsay thomas,2008-03-09,Grade 4,+17149472672,220
2798,S02798,hailey duke,2006-11-21,Grade 4,+14113190964,220
2684,S02684,matthew parker,2008-05-27,Grade 5,+17063370659,220
2633,S02633,thomas beck,2018-12-29,Grade 1,+19513849964,220
2452,S02452,dana jackson,2012-09-22,Grade 2,+17422100162,220
2311,S02311,alan thomas,2017-05-20,Grade 5,+13463310917,220
2322,S02322,laurie brown,2018-01-16,Grade 5,+14903459220,220
2393,S02393,patricia campbell,2010-05-18,Grade 3,+15246171243,220
1040,S01040,wendy pierce,2017-11-26,Grade 4,+18663838734,220
1108,S01108,katherine robbins,2010-04-22,Grade 3,+19675555713,220
1123,S01123,donald hood,2008-01-15,Grade 3,+19509873260,220
956,S00956,monica lucas,2014-11-26,Grade 1,+16028193523,220
678,S00678,andrew white,2011-07-14,Grade 1,+18916984626,220
646,S00646,mark delacruz,2012-02-18,Grade 5,+17225613453,220
334,S00334,jacob thomas,2018-07-17,Grade 3,n/a,220
325,S00325,robert lopez,2012-01-04,Grade 1,+17094558444,220
351,S00351,charlene henry,2008-08-09,Grade 3,+13473094819,220
346,S00346,todd day,2018-05-12,Grade 2,+17208868293,220
540,S00540,jessica gonzalez,2006-06-01,Grade 5,+19645081222,220
546,S00546,amanda murray,2011-10-30,Grade 2,+18963041022,220
186,S00186,holly moore,2012-01-04,Grade 5,+17185803296,220
285,S00285,chad wood,2012-04-10,Grade 5,+19932499121,220
2241,S02241,lori stewart,2013-08-18,Grade 3,+19114213142,220
1812,S01812,victoria morales,2011-10-10,Grade 3,+14263117470,220
1968,S01968,stephanie wright,2016-05-25,Grade 5,+16224557850,220
1275,S01275,danielle franco,2008-10-26,Grade 3,+13903273489,220
1211,S01211,julie dominguez,2015-01-18,Grade 3,+14384073129,220
1166,S01166,sara baker,2007-01-12,Grade 5,+13126701336,220
1287,S01287,john williams,2017-06-02,Grade 5,+17559534933,220
1607,S01607,lisa martinez,2009-05-09,Grade 5,+14144698065,220
1650,S01650,paula knight,2017-05-31,Grade 4,+16295206770,220
1504,S01504,joseph ferrell,2008-11-24,Grade 2,+16704180973,220
5851,S05851,jonathan zavala,2009-01-07,Grade 4,+18995457560,220
5931,S05931,jennifer robbins,2018-12-30,Grade 4,+18324944961,220
5835,S05835,mark hayes,2007-12-16,Grade 2,+16623317353,220
5747,S05747,jeffery day,2017-01-14,Grade 3,+13863311951,220
5778,S05778,kurt walker,2007-03-31,Grade 2,+16532592018,220
5588,S05588,christopher glenn,2017-12-27,Grade 2,+17198537175,220
5643,S05643,jonathan gillespie,2017-08-27,Grade 5,+15424162383,220
5471,S05471,melinda ryan,2008-06-18,Grade 1,+14355327710,220
6107,S06107,thomas walsh,2018-05-29,Grade 4,+17936498374,220
6201,S06201,melody wells,2012-03-16,Grade 4,+17463883222,220
6285,S06285,lisa mayer,2013-07-28,Grade 4,+19345882038,220
4952,S04952,adrian smith,2010-11-23,Grade 4,+14953668754,220
4986,S04986,ryan bell,2010-02-19,Grade 1,+19786858660,220
5391,S05391,kristina golden,2006-07-19,Grade 4,+12787887802,220
5383,S05383,earl moore,2019-02-21,Grade 3,+15249489083,220
4360,S04360,robert blair,2014-05-27,Grade 2,+16844022639,220
4527,S04527,donna cooper,2006-03-21,Grade 3,+13283763409,220
4535,S04535,kathleen morris,2012-09-30,Grade 3,+13564952411,220
4721,S04721,louis fowler,2012-01-01,Grade 1,n/a,220
3578,S03578,anthony palmer,2012-07-01,Grade 5,+19038461966,220
3285,S03285,mrs. emily evans,2018-02-18,Grade 5,+16627013163,220
3398,S03398,dana campbell,2010-08-31,Grade 4,+16335324869,220
3437,S03437,lindsey weber,2008-01-03,Grade 4,+16859705262,220
3302,S03302,carrie patterson,2015-01-28,Grade 5,+12318791456,220
4217,S04217,steven lee,2019-01-14,Grade 3,+12584757193,220
4270,S04270,cameron miller,2017-08-30,Grade 1,+19755198341,220
4252,S04252,william ryan,2016-02-18,Grade 5,+15105388115,220
3784,S03784,robin simmons,2013-11-16,Grade 5,+13674091148,220
3956,S03956,jacob bell,2011-06-29,Grade 2,+17428744152,220
7667,S07667,amy lawrence,2011-10-24,Grade 3,+13562500430,220
7873,S07873,rebecca warren,2014-09-05,Grade 3,+16126759627,220
7782,S07782,priscilla richardson,2015-04-10,Grade 5,+15012719476,220
7894,S07894,raymond bautista,2015-01-29,Grade 3,+17385057836,220
8338,S08338,robert phelps,2018-12-25,Grade 4,+14068961136,220
8539,S08539,daniel moore,2015-07-28,Grade 4,+13165300228,220
8532,S08532,melanie dodson,2015-10-07,Grade 4,+16694732631,220
8476,S08476,stephanie richards,2018-12-09,Grade 2,+15119600513,220
8491,S08491,mark gilbert jr.,2006-06-24,Grade 5,+18714388409,220
8499,S08499,nathaniel wang,2018-12-11,Grade 5,+16649685477,220
8302,S08302,raymond taylor,2013-12-23,Grade 3,+14245099940,220
8200,S08200,timothy cunningham,2018-07-25,Grade 1,+14224094595,220
8214,S08214,david miller,2011-05-10,Grade 3,+14145458168,220
8174,S08174,jeremy santos,2008-11-25,Grade 5,+19883554675,220
6702,S06702,clinton espinoza,2013-11-05,Grade 5,+14642765239,220
6781,S06781,valerie mcdonald,2015-11-10,Grade 2,+13337309842,220
6358,S06358,rodney smith,2006-12-08,Grade 5,+12212072475,220
6473,S06473,dale riley,2018-11-22,Grade 5,+14867363642,220
7261,S07261,stefanie murphy,2016-02-17,Grade 1,+19936547261,220
7197,S07197,fernando henry,2015-05-10,Grade 3,+15122260382,220
7444,S07444,mark good,2006-11-04,Grade 1,+13004386795,220
7426,S07426,trevor stark,2018-03-13,Grade 4,+18569640835,220
7414,S07414,dalton reynolds,2018-01-29,Grade 5,+14518672161,220
7400,S07400,sheri vang,2013-03-31,Grade 4,+18492938865,220
8626,S08626,deborah jones,2016-12-11,Grade 5,+18447720598,220
8620,S08620,heather gaines,2018-12-22,Grade 4,+12909091464,220
8660,S08660,elizabeth hall,2016-07-09,Grade 2,+14955576923,220
8640,S08640,christian lopez dvm,2008-07-11,Grade 4,+15768792116,220
9055,S09055,daniel proctor,2008-12-06,Grade 3,+18755180650,220
9014,S09014,james leonard,2009-10-18,Grade 2,+12614556492,220
9010,S09010,anthony leblanc,2008-08-10,Grade 5,+18122656151,220
8913,S08913,michael matthews,2009-03-13,Grade 1,+19822154112,220
8909,S08909,jose sanchez,2011-02-23,Grade 1,+14047513267,220
9330,S09330,ashley clark,2014-04-17,Grade 1,+19755804539,220
9319,S09319,lauren cardenas,2017-08-25,Grade 3,+12555259095,220
9380,S09380,vincent norton,2014-02-10,Grade 4,+18026720846,220
9439,S09439,lorraine cummings,2014-08-31,Grade 1,+14078488951,220
9233,S09233,andrea brown,2007-06-25,Grade 4,+12504265230,220
9723,S09723,kevin johnson,2006-06-11,Grade 3,+14065157036,220
9948,S09948,terry avila,2014-08-28,Grade 3,+18138295349,220
9937,S09937,brandon roy,2015-11-28,Grade 2,n/a,220
9908,S09908,lauren ramirez,2014-06-01,Grade 1,+18008416589,220
9985,S09985,roger white,2019-02-10,Grade 1,+12129308762,220
10225,S10225,john medina,2011-10-16,Grade 3,n/a,220
10223,S10223,mr. zachary montes ii,2009-12-11,Grade 3,n/a,220
10244,S10244,anthony ramos,2009-08-20,Grade 1,+19913774078,220
10199,S10199,mitchell gomez,2009-04-14,Grade 3,+13227025584,220
10250,S10250,kenneth green,2017-01-10,Grade 2,+14635118500,220
10296,S10296,melissa sutton,2015-02-10,Grade 4,+14089064148,220
10094,S10094,brian orozco,2007-03-10,Grade 2,n/a,220
10066,S10066,jacob beltran,2017-06-19,Grade 3,+16324150378,220
10117,S10117,kimberly little,2015-10-28,Grade 4,+12669758114,220
10594,S10594,thomas mercer,2011-06-23,Grade 2,n/a,220
10515,S10515,daniel hartman,2017-01-12,Grade 4,+13463160380,220
10523,S10523,karen goodwin,2010-08-29,Grade 1,+12537394232,220
10530,S10530,christopher perkins,2007-12-18,Grade 5,+18289757337,220
10995,S10995,beth cook,2014-07-21,Grade 4,+15393726004,220
10967,S10967,aaron alexander dds,2013-02-11,Grade 4,+17789993687,220
11088,S11088,mark golden,2006-06-12,Grade 2,n/a,220
10815,S10815,monica cohen,2018-08-17,Grade 2,+17788835954,220
10790,S10790,alyssa parker,2015-02-24,Grade 5,+19318888084,220
10683,S10683,adam carter,2010-10-14,Grade 3,+16378865760,220
